"task_id","run_tag","n","obs_count","obs_count_mode","y_mode","score_dist","x_noise_dist","method","n_reps","n_success","mean_pred_mse","sd_pred_mse","u_min","u_q25","u_median","u_q75","u_max","mean_runtime_seconds","total_runtime_seconds"
29,"n_50_obs_10_obsmode_fixed_ymode_flr_cube_score_gaussian_xnoise_t3_method_plugin",50,10,"fixed","flr_cube","gaussian","t3","plugin",50,50,4.59849656153539,1.53105263959347,0,0,0,0,0,79.42888,3971.444
31,"n_50_obs_10_obsmode_fixed_ymode_flr_linear_score_laplace_xnoise_t3_method_plugin",50,10,"fixed","flr_linear","laplace","t3","plugin",50,50,1.73744150547276,0.336895771777526,0,0,0,0,0,78.85336,3942.668
27,"n_50_obs_10_obsmode_fixed_ymode_flr_square_score_gaussian_xnoise_t3_method_plugin",50,10,"fixed","flr_square","gaussian","t3","plugin",50,50,3.6394795967944,1.03393967348619,0,0,0,0,0,83.05048,4152.524
35,"n_50_obs_10_obsmode_fixed_ymode_flr_cube_score_laplace_xnoise_t3_method_plugin",50,10,"fixed","flr_cube","laplace","t3","plugin",50,50,13.6833404850507,8.9077342879861,0,0,0,0,0,84.14984,4207.492
13,"n_50_obs_10_obsmode_fixed_ymode_flr_linear_score_t5_xnoise_gaussian_method_plugin",50,10,"fixed","flr_linear","t5","gaussian","plugin",50,50,1.36542162253408,0.468563456455983,0,0,0,0,0,99.43272,4971.636
21,"n_50_obs_10_obsmode_fixed_ymode_flr_square_score_gamma_xnoise_gaussian_method_plugin",50,10,"fixed","flr_square","gamma","gaussian","plugin",50,50,5.6854963095858,4.3081652806739,0,0,0,0,0,98.5703,4928.515
17,"n_50_obs_10_obsmode_fixed_ymode_flr_cube_score_t5_xnoise_gaussian_method_plugin",50,10,"fixed","flr_cube","t5","gaussian","plugin",50,50,25.167930612275,125.758823710754,0,0,0,0,0,99.01096,4950.548
23,"n_50_obs_10_obsmode_fixed_ymode_flr_cube_score_gamma_xnoise_gaussian_method_plugin",50,10,"fixed","flr_cube","gamma","gaussian","plugin",50,50,9.19620739968277,6.2667103069781,0,0,0,0,0,102.33232,5116.616
15,"n_50_obs_10_obsmode_fixed_ymode_flr_square_score_t5_xnoise_gaussian_method_plugin",50,10,"fixed","flr_square","t5","gaussian","plugin",50,50,27.2167870766592,146.74818766359,0,0,0,0,0,107.0231,5351.155
33,"n_50_obs_10_obsmode_fixed_ymode_flr_square_score_laplace_xnoise_t3_method_plugin",50,10,"fixed","flr_square","laplace","t3","plugin",50,50,11.847835814378,7.10957885404633,0,0,0,0,0,99.59546,4979.773
19,"n_50_obs_10_obsmode_fixed_ymode_flr_linear_score_gamma_xnoise_gaussian_method_plugin",50,10,"fixed","flr_linear","gamma","gaussian","plugin",50,50,1.25874548944488,0.217889736510704,0,0,0,0,0,107.15946,5357.973
25,"n_50_obs_10_obsmode_fixed_ymode_flr_linear_score_gaussian_xnoise_t3_method_plugin",50,10,"fixed","flr_linear","gaussian","t3","plugin",50,50,1.31886759893381,0.208004435755215,0,0,0,0,0,108.26132,5413.066
45,"n_50_obs_10_obsmode_fixed_ymode_flr_square_score_gamma_xnoise_t3_method_plugin",50,10,"fixed","flr_square","gamma","t3","plugin",50,50,6.91151650072102,10.1541240434239,0,0,0,0,0,78.97504,3948.752
5,"n_50_obs_10_obsmode_fixed_ymode_flr_cube_score_gaussian_xnoise_gaussian_method_plugin",50,10,"fixed","flr_cube","gaussian","gaussian","plugin",50,50,4.68760339669713,1.47828176690879,0,0,0,0,0,116.262,5813.1
3,"n_50_obs_10_obsmode_fixed_ymode_flr_square_score_gaussian_xnoise_gaussian_method_plugin",50,10,"fixed","flr_square","gaussian","gaussian","plugin",50,50,3.54052124245091,0.957525333440583,0,0,0,0,0,116.4494,5822.47
1,"n_50_obs_10_obsmode_fixed_ymode_flr_linear_score_gaussian_xnoise_gaussian_method_plugin",50,10,"fixed","flr_linear","gaussian","gaussian","plugin",50,50,1.32999009144136,0.16355664818535,0,0,0,0,0,119.13756,5956.878
9,"n_50_obs_10_obsmode_fixed_ymode_flr_square_score_laplace_xnoise_gaussian_method_plugin",50,10,"fixed","flr_square","laplace","gaussian","plugin",50,50,13.3929349213764,11.9572359994947,0,0,0,0,0,123.92884,6196.442
7,"n_50_obs_10_obsmode_fixed_ymode_flr_linear_score_laplace_xnoise_gaussian_method_plugin",50,10,"fixed","flr_linear","laplace","gaussian","plugin",50,50,1.7534881406618,0.388330309721364,0,0,0,0,0,125.70616,6285.308
11,"n_50_obs_10_obsmode_fixed_ymode_flr_cube_score_laplace_xnoise_gaussian_method_plugin",50,10,"fixed","flr_cube","laplace","gaussian","plugin",50,50,14.7054235669938,12.2721558690365,0,0,0,0,0,128.73424,6436.712
39,"n_50_obs_10_obsmode_fixed_ymode_flr_square_score_t5_xnoise_t3_method_plugin",50,10,"fixed","flr_square","t5","t3","plugin",50,50,7.09709811384619,5.47609655847866,0,0,0,0,0,116.4296,5821.48
37,"n_50_obs_10_obsmode_fixed_ymode_flr_linear_score_t5_xnoise_t3_method_plugin",50,10,"fixed","flr_linear","t5","t3","plugin",50,50,1.36421496844068,0.220194137053241,0,0,0,0,0,123.43124,6171.562
47,"n_50_obs_10_obsmode_fixed_ymode_flr_cube_score_gamma_xnoise_t3_method_plugin",50,10,"fixed","flr_cube","gamma","t3","plugin",50,50,10.8528334756252,12.9198463794743,0,0,0,0,0,99.11138,4955.569
59,"n_50_obs_10_obsmode_fixed_ymode_flr_cube_score_laplace_xnoise_gamma_method_plugin",50,10,"fixed","flr_cube","laplace","gamma","plugin",50,50,16.640217878967,10.8518609657846,0,0,0,0,0,80.07958,4003.979
51,"n_50_obs_10_obsmode_fixed_ymode_flr_square_score_gaussian_xnoise_gamma_method_plugin",50,10,"fixed","flr_square","gaussian","gamma","plugin",50,50,3.47488830026978,1.17510940695514,0,0,0,0,0,98.72596,4936.298
41,"n_50_obs_10_obsmode_fixed_ymode_flr_cube_score_t5_xnoise_t3_method_plugin",50,10,"fixed","flr_cube","t5","t3","plugin",50,50,8.72779283178362,7.03409474761011,0,0,0,0,0,129.05868,6452.934
