"task_id","run_tag","n","obs_count","obs_count_mode","y_mode","score_dist","x_noise_dist","method","n_reps","n_success","mean_pred_mse","sd_pred_mse","u_min","u_q25","u_median","u_q75","u_max","mean_runtime_seconds","total_runtime_seconds"
21,"n_50_obs_30_obsmode_fixed_ymode_flr_linear_score_gaussian_xnoise_t3_method_embedding",50,30,"fixed","flr_linear","gaussian","t3","embedding",200,200,0.424977994681793,0.0757995549113766,NA,NA,NA,NA,NA,2.501515,500.303
51,"n_50_obs_30_obsmode_fixed_ymode_flr_cube_score_gaussian_xnoise_gamma_method_embedding",50,30,"fixed","flr_cube","gaussian","gamma","embedding",200,200,0.629878806234723,0.19824108929885,NA,NA,NA,NA,NA,2.787875,557.575000000001
45,"n_50_obs_30_obsmode_fixed_ymode_flr_square_score_gaussian_xnoise_gamma_method_embedding",50,30,"fixed","flr_square","gaussian","gamma","embedding",200,200,0.585263664528256,0.165503350050438,NA,NA,NA,NA,NA,2.809345,561.869
26,"n_100_obs_10_obsmode_fixed_ymode_flr_square_score_gaussian_xnoise_t3_method_embedding",100,10,"fixed","flr_square","gaussian","t3","embedding",200,200,1.61641155694123,0.49518540442466,NA,NA,NA,NA,NA,3.12672,625.344
20,"n_100_obs_10_obsmode_fixed_ymode_flr_linear_score_gaussian_xnoise_t3_method_embedding",100,10,"fixed","flr_linear","gaussian","t3","embedding",200,200,0.582953007599073,0.0786378145266795,NA,NA,NA,NA,NA,3.29688,659.376
14,"n_100_obs_10_obsmode_fixed_ymode_flr_cube_score_gaussian_xnoise_gaussian_method_embedding",100,10,"fixed","flr_cube","gaussian","gaussian","embedding",200,200,0.800808944538565,0.165115752930644,NA,NA,NA,NA,NA,3.32107,664.214
8,"n_100_obs_10_obsmode_fixed_ymode_flr_square_score_gaussian_xnoise_gaussian_method_embedding",100,10,"fixed","flr_square","gaussian","gaussian","embedding",200,200,0.714887651807671,0.15538734903597,NA,NA,NA,NA,NA,3.38327,676.654
2,"n_100_obs_10_obsmode_fixed_ymode_flr_linear_score_gaussian_xnoise_gaussian_method_embedding",100,10,"fixed","flr_linear","gaussian","gaussian","embedding",200,200,0.348882063630708,0.0384100358846194,NA,NA,NA,NA,NA,3.409525,681.905
33,"n_50_obs_30_obsmode_fixed_ymode_flr_cube_score_gaussian_xnoise_t3_method_embedding",50,30,"fixed","flr_cube","gaussian","t3","embedding",200,200,1.2299949673422,0.638771474617387,NA,NA,NA,NA,NA,3.463295,692.659
44,"n_100_obs_10_obsmode_fixed_ymode_flr_square_score_gaussian_xnoise_gamma_method_embedding",100,10,"fixed","flr_square","gaussian","gamma","embedding",200,200,0.729893963493817,0.151872422158172,NA,NA,NA,NA,NA,3.564925,712.985
50,"n_100_obs_10_obsmode_fixed_ymode_flr_cube_score_gaussian_xnoise_gamma_method_embedding",100,10,"fixed","flr_cube","gaussian","gamma","embedding",200,200,0.826740581209005,0.171150048816588,NA,NA,NA,NA,NA,3.581495,716.299
38,"n_100_obs_10_obsmode_fixed_ymode_flr_linear_score_gaussian_xnoise_gamma_method_embedding",100,10,"fixed","flr_linear","gaussian","gamma","embedding",200,200,0.353889041340999,0.0383680286993873,NA,NA,NA,NA,NA,3.918125,783.625000000001
32,"n_100_obs_10_obsmode_fixed_ymode_flr_cube_score_gaussian_xnoise_t3_method_embedding",100,10,"fixed","flr_cube","gaussian","t3","embedding",200,200,1.92368475939497,0.550793270659104,NA,NA,NA,NA,NA,4.79916,959.831999999999
17,"n_50_obs_60_obsmode_fixed_ymode_flr_cube_score_gaussian_xnoise_gaussian_method_embedding",50,60,"fixed","flr_cube","gaussian","gaussian","embedding",200,200,0.538807782354161,0.164230660739878,NA,NA,NA,NA,NA,7.1124,1422.48
23,"n_50_obs_60_obsmode_fixed_ymode_flr_linear_score_gaussian_xnoise_t3_method_embedding",50,60,"fixed","flr_linear","gaussian","t3","embedding",200,200,0.356639277609002,0.0499733830060386,NA,NA,NA,NA,NA,7.19721,1439.442
29,"n_50_obs_60_obsmode_fixed_ymode_flr_square_score_gaussian_xnoise_t3_method_embedding",50,60,"fixed","flr_square","gaussian","t3","embedding",200,200,0.774112309015186,0.245617653080696,NA,NA,NA,NA,NA,7.266585,1453.317
11,"n_50_obs_60_obsmode_fixed_ymode_flr_square_score_gaussian_xnoise_gaussian_method_embedding",50,60,"fixed","flr_square","gaussian","gaussian","embedding",200,200,0.521960676527427,0.155679241517866,NA,NA,NA,NA,NA,7.458465,1491.693
