"task_id","run_tag","n","obs_count","obs_count_mode","y_mode","score_dist","x_noise_dist","method","n_reps","n_success","mean_pred_mse","sd_pred_mse","u_min","u_q25","u_median","u_q75","u_max","mean_runtime_seconds","total_runtime_seconds"
3,"n_100_obs_10_obsmode_fixed_ymode_flr_cube_score_gaussian_xnoise_gamma_method_split_s5",100,10,"fixed","flr_cube","gaussian","gamma","split_s5",50,50,2.93330797588584,0.742835665702649,-4.41564939347105,0.401203179371478,1.05768930482083,1.68897331928509,6.78256681673266,209.30138,10465.069
1,"n_100_obs_10_obsmode_fixed_ymode_flr_linear_score_gaussian_xnoise_gamma_method_split_s5",100,10,"fixed","flr_linear","gaussian","gamma","split_s5",50,50,0.35667167937856,0.0377633505413523,-4.01230773675638,-0.65808576390772,0.0158535004636791,0.658952594794464,3.86494339512421,222.06024,11103.012
2,"n_100_obs_10_obsmode_fixed_ymode_flr_square_score_gaussian_xnoise_gamma_method_split_s5",100,10,"fixed","flr_square","gaussian","gamma","split_s5",50,50,2.8297144820296,0.785489082928153,-2.83400976970296,0.797039023900503,1.03498478767406,1.29261824198427,6.34860768152034,221.63056,11081.528
